part_number,manufacture
149,SCANIA
189,SCANIA
187,SCANIA
1450166,SCANIA
1789068,SCANIA
1448082,SCANIA
1372067,SCANIA
571111,SCANIA
1524959,SCANIA
1774968,SCANIA
1774972,SCANIA
1882115,SCANIA
368169,SCANIA
313114,SCANIA
319480,SCANIA
1520865,SCANIA
1110589,SCANIA
1314479,SCANIA
1340253,SCANIA
1381808,SCANIA
1348121,SCANIA
18,SCANIA
180,SCANIA
218,SCANIA
303498,SCANIA
303498,SCANIA
